sensor1,sensor2,sensor3,sensor4
0.45272146337144925,0.3262395378072633,0.06462095844746116,0.38829916847639384
0.14348831137659968,0.005907593225507512,0.03986784362770048,0.3868003635648448
0.10858307587127437,0.15888659273654218,0.10094828213281648,0.1512421012140226
0.3249238283882422,0.10282204723822749,0.060815232634740646,0.27276980238501264
0.16589844412738386,0.06660926138801358,0.06425165033303477,0.24217320208774148
0.0997992662864823,0.27400865239708644,0.2820676602615363,1.0
0.26975363941267894,0.16458091731691377,0.19458929586834858,0.6675085467881116
0.1909808698392147,0.04206421458227576,0.0750664244014072,0.12637365185942553
0.4383753972386544,0.6359314987500262,0.7892198847527806,0.9157990653678386
0.03439452225853998,0.015013789597113586,0.019139545815957143,0.057925713012180684
0.4998370116565395,0.260361561069795,0.27064316581951786,0.5364825303968421
0.3561851975631046,0.14175451713464218,0.07676029616862257,0.17409172834188721
0.1125157408880202,0.018388204986451506,0.07892184921819437,0.1869338726226353
0.5990487686096957,0.8065340666292766,0.8349822174711099,0.7696013015094476
0.10625000010627549,0.06660926138801358,0.06425165033303477,0.1916176515533756
0.1978631855924715,0.10858530260533883,0.1771125820111266,0.5104695075004229
0.08436209236342243,0.004956487440870561,0.006419289805149472,0.1524685880325312
0.30258140729505917,0.012886830090955552,0.01050626164775682,0.3960787174298225
0.04438809976140955,0.020270073252508295,0.009802718772771385,0.4895080182723786
0.05559629417874272,0.15407650913023344,0.036821611114802984,0.09181999512382123
0.2773933607496137,0.14686394290640997,0.09213494994252647,0.04961567468351462
0.38465758328820115,0.2838760625555145,0.44282804138011395,0.44913968383968966
0.1878277369632975,0.017383988161871897,0.07111654922501129,0.46468774858785106
0.2782532825055732,0.18818684777346775,0.0886457482726629,0.46214763900361183
0.1590579995004315,0.13510909206158075,0.07192209869731203,0.18045332758872823
0.3099130685757879,0.7905808537500447,0.6874850727610583,0.3100756639915751
0.1572004938029741,0.02524290645972218,0.03973737238102935,0.39030055567611355
0.28784330221335686,0.16458091731691377,0.1340080245364003,0.3926358856311676
0.5080883243529788,0.5066471862330715,0.674380841198053,0.3377155576661256
0.08787664834490433,0.14322657383857554,0.2060194786436052,0.16725775528900755
0.1866253984105188,0.11989765353052624,0.11651767643912463,0.09797109866038964
0.16459888900679012,0.1244619621771625,0.06838163621287838,0.060317243675988126
0.12264848402036903,0.3512815714788434,0.12260150083971968,0.20776149440226443
0.242151257445087,0.16458091731691377,0.1340080245364003,0.4025886925328248
0.46113688951454324,0.35827691173945553,0.4837563679206041,0.7903240726561537
0.2988937767175521,0.3631517952385621,0.4017860766716428,0.738126154333541
0.40372134172993973,0.626540938540162,0.71093353152733,0.2738485920095271
0.353460016249891,0.2648390034624258,0.08445414452852948,0.32456428009635235
1.0,0.5825434730018245,0.44091934806277067,0.6326977287478662
0.2867064690389937,0.03822629871024346,0.16049666393045475,0.8227785061827745
0.5252137071169114,0.14051047561576063,0.15730240207782184,0.6584516166974363
0.5277293542557788,0.8053384104415366,0.7334707297557279,0.8716924049976369
0.27993886279931085,0.2314452166888835,0.12047106908439346,0.2900934094575445
0.6047134194674174,0.2051489862518494,0.23110783425972078,0.8227381391433218
0.3017278280603809,0.0829393625093973,0.04904537226767221,0.26377549446532833
0.027279677148776067,0.05804067710209714,0.10436445897592402,0.17907473494403744
0.6586773830412577,0.21671346670684172,0.21260538907927207,0.1581171128434599
0.2303567269758443,0.15888659273654218,0.12961850440439074,0.5331872479471422
0.24876550106674805,0.06938506970886173,0.030074749577449555,0.17437859403051537
0.14715892653955254,0.07351230585684874,0.089514975736553,0.4954742157592858
0.04582137495534233,0.05822113249976205,0.027946116777097862,0.09146666685571832
0.18965513127174113,0.24213833253560754,0.15939873308501898,0.17737515468821588
0.33700873183803587,0.23673048751396292,0.1559631375572039,0.5960556450536588
0.12737420225436558,0.06660926138801358,0.06947696369257868,0.13420426078928652
0.09923425901704036,0.2487770093176689,0.1489358542498213,0.14619272109567408
0.28902786441906836,0.08987965699419032,0.17673123489720755,0.24965841650617251
0.013306280902468343,0.06542093454707033,0.036536979246895,0.485157213088524
0.021373252383868366,0.0,0.00010746092015036262,0.04263294280238462
0.1533153395985692,0.18582672084251695,0.02267022060633953,0.4138932573139555
0.5222390858911203,0.626540938540162,0.71093353152733,0.22174272236446949
0.2961773383347014,0.07102139056897332,0.18560486133044435,0.4369803075431177
0.3752038951968132,0.08441277289341051,0.07763017865270372,0.26128706651919165
0.5306010200372604,0.41400000069853704,0.5960670920404003,0.6375212996161761
0.23729705781093655,0.14555546346391535,0.3411129238710744,0.11148429019812292
0.09052955240543915,0.04099963780855345,0.011985023530597461,0.2694407952350235
0.16103846168953623,0.12375480033848563,0.12961850440439074,0.14927052705548718
0.2316207138152317,0.03213496272950421,0.02882694342628532,0.15760447531136942
0.25263437670000044,0.20389832556547813,0.15933466020087425,0.4225947590244674
0.04524813346088583,0.004034855685055735,0.02121890897954445,0.020259139791891253
0.057390207456616035,0.03821079224671744,0.2705922790037172,0.4980201376129511
0.1772828659802978,0.027695609655648656,0.0760264531251813,0.18704943400519333
0.17270927615162515,0.1307156032352467,0.06315912784410485,0.2733742071547045
0.2743068711083651,0.14175451713464218,0.04393126817348689,0.2875067714363826
0.0600753611690363,0.0045910350965004025,0.003992844291992284,0.16431734724589112
0.20644041829557,0.08217495556166762,0.14961441129081976,0.14986198380603766
0.00368295728993214,0.021256336617201745,0.030146653452586717,0.0480565668086954
0.40165864498318665,0.4831283040735049,0.34432068833290924,0.5226204762236909
0.10720729004975002,0.05133285150507368,0.030836755355038957,0.19244221539884312
0.0548358732051437,0.07245883264662734,0.11823295597947461,0.11324508542516636
0.11671163612500833,0.05934536327687782,0.061236305103979705,0.3912967195177293
0.42500044819916916,0.015948267025429636,0.01336963487965844,0.1679745632574718
0.05112183529372315,0.0041600229357222854,0.00010746092015036262,0.04822844468226636
0.041998095758592785,0.015514617358194155,0.017369804533021994,0.14056927472214956
0.43416335237810905,0.23965065062743812,0.20305953119874803,0.5690017467695423
0.23490293315309616,0.011918395296195627,0.00381787972803616,0.5060418407089262
0.3538152031096651,0.273080720049,0.11130096609596582,0.22688903360919233
0.23234762825214267,0.08860821800654657,0.05181000773507807,0.611535597770464
0.16062409638555583,0.15969878808377544,0.02147155455046648,0.1088457710371191
0.4658543125922439,0.5035109529176415,0.53671487782075,0.739641918674206
0.011302134866023536,0.04336299917759966,0.06319259864458605,0.0
0.4379664760738077,0.2619804809493025,0.2810047077032415,0.4226319215672306
0.24864209963504655,0.13218044807361004,0.06219176958020229,0.44984561183829364
0.3029899118599826,0.18710122704272625,0.2857836399505657,0.37634398042885087
0.3890983981868981,0.15794789021762506,0.16853237537218896,0.3461200814435926
0.20936252950994058,0.0019224659677789635,0.00808807231413716,0.18801525933229324
0.7060107379848856,0.0824365418010217,0.18042210861298053,0.29348494971524813
0.3812300088362827,0.17025108945051287,0.15454405772938026,0.5291516466052408
0.6355651207149857,0.16458091731691377,0.1340080245364003,0.35619017221157584
0.27219934169163523,0.5553479460010983,0.40226958081813635,0.23131539651432054
0.0921016602323139,0.029394389251140896,0.0037707966259765795,0.12563947655203864
0.31466627248567625,0.06952253121113693,0.04990269027354282,0.3298257733140752
0.2726632285402394,0.08531890982798303,0.07812734733524064,0.20890513812347958
0.2540851009124893,0.07034985941042776,0.022537875187064283,0.24581118933792023
0.2139951660012111,0.020211619462727447,0.14266745100964262,0.4066923524681163
0.4090008232864688,0.2717579470572652,0.22751340939418735,0.35106216881397573
0.03743625574816497,0.20385782206041514,0.05578875916841399,0.1512448265502843
0.5804945132911558,0.6150634873311472,0.5056712175710982,0.7396713718997532
0.4542988594667381,0.029776984329094508,0.03766621211782527,0.07381296812392914
0.09920899520740614,0.08295598663216049,0.09257107220582064,0.14805902424262132
0.457074742691025,0.9447541875204223,0.9319701441044733,0.8566920330872068
0.1427104952306932,0.16646038727252419,0.08331066627430504,0.2550183994576089
0.030630136687681803,0.08450638532163729,0.001964605088676774,0.10669159578651899
0.22605295786484003,0.15302494842971046,0.23862008114454897,0.31212227217931815
0.08638745948983761,0.08190666654205894,0.08391743435598933,0.08366483248923731
0.3478074482069514,0.2675817836827488,0.2563101278696464,0.2851756737682291
0.21302733494607196,0.02983144904911701,0.07421839681748107,0.555996110813341
0.17160732826131522,0.1563790977782596,0.1951617208339862,0.28546040371948617
0.36408176550581084,0.38567422386001166,0.45299516971918424,0.075623688661262
0.564233488930665,0.29360887944702035,0.815390104937588,0.9847445419592717
0.19008227088969606,0.2349840983867806,0.21042822523749108,0.3238932844960675
0.18569672491415648,0.07863556795362339,0.06111217721073789,0.20214969216151285
0.4774755275743493,0.37669504162862594,0.03657127744130175,0.5943738453903629
0.08484981609607317,0.04641862767088674,0.05132192158131493,0.09639177164053347
0.22118424383268168,0.24323709422950102,0.14558579161375057,0.22688903360919233
0.0997992662864823,0.07219540586805603,0.03391882280030344,0.6976775970451541
0.0987068123400026,0.00718788034877869,0.0,0.1733798491351459
0.24539861842202254,0.13153128280048065,0.15087578795599038,0.4103863658630265
0.030055520696879737,0.019916461110681696,0.009563480744324955,0.09202732196271507
0.15124216833945894,0.06660926138801358,0.03636985298675642,0.3160282650786879
0.21825026235451023,0.24191058618147074,0.13538126966587777,0.16974790215638116
0.0898418224504293,0.18214633882828307,0.11642813611922564,0.4300248076494182
0.18560298709740158,0.14507441488448614,0.20678535499505094,0.32591149931125407
0.5491225793468542,0.7615749071784533,0.9560980416295125,0.9707609876642839
0.3362866451424129,0.16458091731691377,0.1340080245364003,0.3452319976693067
0.16563664508374878,0.10116973199706304,0.2179166741000663,0.22031088591180598
0.06006584597010793,0.0072120327955512,0.007033706057198717,0.5198521028055121
0.5137585567994687,0.20531038005589586,0.09372423472985564,0.31030109561332114
0.8461717989727281,0.5602709163655275,0.635833526633065,0.828098057969199
0.045138533672901764,0.07421837755441361,0.11207374575430563,0.3762686471470341
0.2360381977012175,0.018452267181817257,0.018101701320297453,0.14153318518880417
0.41127997770153163,1.0,0.9898873553419901,0.38379299418790513
0.16210039331510498,0.14123273326286503,0.24710169000735702,0.2582983737113394
0.07948888500351992,0.029268097990900625,0.009589680507278474,0.02435758596297496
0.07792049398480438,0.26586224060343605,0.18774238130267076,0.3274871604866484
0.18908983209895155,0.03212081100444744,0.003353553987711158,0.06287532622943028
0.6215408000875777,0.2636487027251972,0.33794868429954344,0.5284378828195683
0.4105908704161631,0.1554301966188035,0.11501234601800757,0.2781889554148418
0.15891450916698655,0.23121591026872812,0.05604857548669089,0.14549488004257882
0.22817591989981698,0.025266927666205478,0.013781340664634111,0.23320228752826952
0.3436779935726964,0.7245442212619831,0.6120640881240722,0.8249236967300386
0.2010434513096516,0.2701577172766866,0.75536792833581,0.94346837486136
0.7945016501636322,0.2904720195650483,0.5679013554552198,0.49603597703217706
0.31649562226314754,0.05993192587366422,0.09016999801700211,0.23852022192559239
0.19999493306800778,0.08855285048034103,0.07137781766141513,0.36777080999348527
0.20791920348860662,0.38299817932675234,0.10865501151179181,0.26990101546634737
0.27235005167341075,0.17136736219751109,0.11610969810557119,0.3722641734202785
0.3361756453519655,0.5067625083452684,0.3453625266757626,0.34958307360552193
0.21683313395012152,0.13443791017154683,0.09900092277510333,0.14766981416167158
0.41836255332131844,0.3297371402006459,0.4950896317354362,0.9086267124271882
0.36648758755265404,0.06867114370334335,0.03402138830639422,0.41018545158004255
0.364782969776027,0.11252199161245427,0.044637749759473086,0.3487985668593047
0.20107903659493645,0.018127891989580664,0.006533276899356641,0.040470137320289146
0.29868677048287634,0.0754111612732429,0.07740070846921185,0.26160931704758356
0.29746604627021744,0.2365832115665115,0.2031957576387726,0.47411558447488444
0.9861317966513312,0.9746198341903836,0.9186578031200923,0.26692118801704057
0.024019193274256667,0.032039594433214524,0.016079470125145975,0.2063334253261979
0.27164385954016745,0.061619790298973943,0.03737441472600891,0.15930087957075004
0.17000042300479284,0.09590957463635776,0.053945698456340244,0.03322291066432879
0.13434444326354267,0.014637767117514808,0.004784360452926759,0.2299326268019607
0.27888851236820844,0.1539525780784201,0.11635703352078154,0.5995841842245803
0.2977258104924585,0.02552208207299879,0.030074749577449555,0.2766708878978458
0.376443828350153,0.3707779789928961,0.630670820458578,0.8946574100377099
0.1810899162011238,0.16800102443629622,0.11612672236240322,0.19621720512477075
0.33947210418856877,0.6249858511855142,0.5394575027292952,0.41874388204314306
