id,sensor1,sensor2
388937,0.26384136696198796,0.5674459801259628
90665,0.07309190117726334,0.601697449434205
62420,0.13558455199298028,0.3348555609886348
20018,0.13911138043497973,0.5489347914009667
57736,0.0984617606887874,0.47683085762378624
197840,0.3479323478398949,0.8088285811550275
60970,0.25609490537402696,0.7321922552563518
75774,0.08572569885523891,0.4193922989629691
104332,0.7723098973085863,0.6032756705905726
15738,0.01837879361189224,0.3308179633783692
164714,0.35258351389656706,0.6776949112858105
302085,0.15751928135439885,0.4721117159166769
377210,0.07170046864467408,0.43768453574327815
336873,0.8737178403812685,0.47644452762971073
59199,0.08438325317198772,0.41656589090753793
13892,0.19860271257864118,0.6268505680364388
380329,0.025345536976818166,0.42464932495558794
373794,0.08775592425967865,0.6799838759132222
207932,0.060244853167774434,0.6274491089604727
346165,0.09036605990524794,0.2878362712671298
363772,0.142380987040963,0.3473872364087345
349709,0.41478229667162364,0.5189165933646308
376640,0.106531292473713,0.6611927389641353
341393,0.19852200895809105,0.6073336471473527
265319,0.12309657465783884,0.395136752184837
367059,0.7104104338270993,0.07889451877294364
362199,0.08344228836791723,0.6001419137799291
68532,0.20414552618638904,0.5666067779630153
272731,0.6203281025614057,0.33244682261930575
76048,0.17555217890913444,0.3219868295260496
336102,0.13330028401901572,0.3492832090860007
373861,0.10612132317385546,0.322231047131417
78375,0.23251129660443712,0.2758916109303945
64241,0.19814793793384103,0.5534861367443772
84632,0.5093876112220231,0.7367227868145358
27149,0.44403799589276544,0.6459751942364319
70413,0.6642492357497006,0.1742304663122094
5255,0.22616495073423465,0.5082210818614766
83198,0.6490559836657382,0.7583068300511745
176305,0.2062755593223189,0.9172099643446017
272404,0.26724569881115606,0.8576087177865717
1587,0.8259903227452253,0.5373322905471083
348103,0.21423879639768073,0.46217494585454494
307478,0.3559146994795003,0.9545363244644844
17255,0.12110933027600623,0.5454953162766244
36636,0.08588874486936425,0.3694037095141878
383040,0.29511263094041895,0.5249399225078073
71402,0.20483586667003248,0.6408799160585802
383390,0.08997518854041295,0.47284198161437846
82971,0.134898787110955,0.6316015277235497
8757,0.04526075518506357,0.3344697646599923
133621,0.21156661827994797,0.33246210983369673
345597,0.2714357268557227,0.6842837691594602
61376,0.08435045019916236,0.3856505140398425
258771,0.19265113075674745,0.2708211316547557
121257,0.1789882547420649,0.49915374870472334
