id,sensor1,sensor2
388937,-0.05899015095075811,-0.042836533417678416
90665,-0.17915529427227603,-0.08394566228568029
62420,-0.27194992296363696,-0.1389042882680559
20018,-0.36352651303737726,-0.1826796265198201
57736,-0.47094924805156246,-0.23014983648848555
197840,-0.5144542531168632,-0.2610433030704734
60970,-0.5750600960182851,-0.2956743881151427
75774,-0.6885099769128743,-0.3461363660319275
104332,-0.6821307165007416,-0.38716619292432397
15738,-0.8511441115770122,-0.44234277728409643
164714,-0.8938833730477965,-0.47966058439843084
302085,-0.9794708784241893,-0.5273748826427321
377210,-1.1004297444650006,-0.5768790077374353
336873,-1.085580583285552,-0.6243691888435156
59199,-1.199705783456194,-0.6749796134777385
13892,-1.2147064167918078,-0.6719912790802691
380329,-1.2536125650580894,-0.6810683424860957
373794,-1.2732620448354535,-0.663314162702526
207932,-1.309680578100501,-0.6593570942553417
346165,-1.3134352874263893,-0.669404458937689
363772,-1.3603992123974002,-0.6927951227887946
349709,-1.3329928612027875,-0.7034700041046236
376640,-1.323456699744709,-0.69114449072731
341393,-1.4038475790651856,-0.6909407021391571
265319,-1.3321528874724344,-0.6875040524266965
367059,-1.2886502107212106,-0.7199072693695009
362199,-1.3176662806616142,-0.7133802867746682
68532,-1.2692830180645474,-0.706755174462903
272731,-1.2922823393312137,-0.7143536100701198
76048,-1.2583913187583144,-0.71939761470416
336102,-1.2779974474064772,-0.7337317559291815
373861,-1.223013030122312,-0.7391867575452363
78375,-1.1763445252789495,-0.760157675709885
64241,-1.1224576794135237,-0.7638835692496766
84632,-1.0319510638167888,-0.7407748425460647
27149,-0.9705838114398382,-0.7253843063851779
70413,-0.9410683001197484,-0.7440109271294896
5255,-0.9043920570437989,-0.7517283584889783
83198,-0.8355820318666063,-0.7442546633530852
176305,-0.8103031750683876,-0.7181946164421651
272404,-0.869358567538953,-0.67701064198477
1587,-0.7437887971160926,-0.6801890428707865
348103,-0.7412880685840398,-0.685539257457335
307478,-0.7753336560460373,-0.6543527626689022
17255,-0.7931710782823315,-0.6426485257885416
36636,-0.8129425897320995,-0.6415723226959578
383040,-0.7616829784355028,-0.6309291241368694
71402,-0.7683088578925521,-0.611901345109985
383390,-0.8055658718310408,-0.6160336892332692
82971,-0.8779294018347759,-0.6212355703238203
8757,-0.9877972162508206,-0.6373214144615537
133621,-1.0548409437465935,-0.6284766187193603
345597,-1.04504575148724,-0.6196143421082901
61376,-1.1539859642746118,-0.6385042852068766
258771,-1.1574916648969442,-0.6712800156329503
121257,-1.1784635675209685,-0.6890624737308498
364414,-1.3027907245159482,-0.6867975176295451
272502,-1.4638216942540911,-0.6939727002532582
12166,-1.5116932104130336,-0.7145175134458165
71321,-1.4160316061428742,-0.7335610439624706
352810,-1.3776485020580465,-0.7197873364321926
352804,-1.4141689457242126,-0.7175564386396779
123970,-1.3543272524442875,-0.7190872423201963
2627,-1.3036784773756487,-0.7272458573395092
373071,-1.3420759515183496,-0.7345790017655456
72240,-1.2936984492763897,-0.732772249018893
18328,-1.345045567979215,-0.725332702872369
343364,-1.3540686261352117,-0.7322678279761232
306626,-1.4192216552679577,-0.7360506536336184
200752,-1.4200257194086383,-0.7201427084013581
12636,-1.4550229498746416,-0.7220725309033064
389256,-1.436979868954296,-0.7278832180702063
303748,-1.2967509161869986,-0.7176989418778231
6620,-1.3708883545758346,-0.7235330346456391
209787,-1.4594133836927734,-0.7117417695630804
133313,-1.5504219018119132,-0.7289781593215452
348422,-1.4877986818425062,-0.7327306094375158
344677,-1.6014251202618612,-0.7418207929504886
198168,-1.6492903295651469,-0.7414065524596528
28750,-1.6240471604893743,-0.7376236116328968
116904,-1.6464760448647944,-0.7268443657380981
272735,-1.7188656307777488,-0.7338124749781302
170808,-1.8093380007802784,-0.7418789367610601
167632,-1.6807853195833906,-0.7222427844979211
364894,-1.7183602533867561,-0.7145745905521405
366371,-1.6699274955854524,-0.7161252177401268
5984,-1.6631188835691688,-0.7020767648480717
316839,-1.6775003353723217,-0.7112409376656808
345389,-1.524765494209053,-0.7012336994309716
310767,-1.576450448766362,-0.7092343025690807
7858,-1.4557356599621887,-0.6953514324676164
177519,-1.5145702066440756,-0.6889937124229764
273532,-1.4434377578581008,-0.6845941446635503
1675,-1.4016509072644057,-0.6716276761684592
77618,-1.4326780798057501,-0.674519251835158
285740,-1.3825191510282187,-0.66768461928096
303301,-1.2513612936125282,-0.6496518292324857
70320,-1.1555469652018087,-0.6342128625040074
212293,-1.130499289134771,-0.6607505129391259
231058,-1.167103789031259,-0.6774683664925256
382393,-1.198090719603114,-0.6687291854908269
241806,-1.205985237771374,-0.6817556392922446
171905,-1.209832667284498,-0.67237735995076
395752,-1.2900857477413719,-0.6724823739756772
31836,-1.198365670460228,-0.6587440908387133
