id,sensor1,sensor2,sensor3
388937,0.08808678826945747,0.4400661541640366,1.859991871931716
90665,-0.786426295684509,0.650020926902135,-0.6069156014196229
62420,-0.4999214786750165,-0.9856673859526095,-0.1948537643503758
20018,-0.48375232399507456,0.3265962067322228,0.931987823936648
57736,-0.6701152277104541,-0.1153867310936855,-0.0844360900956808
197840,0.4736116583796913,1.919694040661537,-2.9129699963788513
60970,0.052572235265864235,1.4499284302365434,-0.8436170527008431
75774,-0.7285051826477581,-0.4674738027900184,0.27655744788361036
104332,2.419219830963167,0.6596951122993693,-1.9336668184198418
15738,-1.037264892966334,-1.0104170654785387,-0.3692784240635036
164714,0.4949354694607292,1.11587042632453,0.8203973716372089
302085,-0.3993591639097506,-0.14431414193607536,1.3881467079917178
377210,-0.7928054797633876,-0.3553459877313778,-0.43556864253535654
336873,2.884136325848687,-0.1177548580017047,-0.4076243175854991
59199,-0.7346597808253783,-0.4847991284746708,-0.33618397795431165
13892,-0.21100740108033153,0.8042045986232083,-0.9391638526589208
380329,-1.0053250487307905,-0.435249267029943,-0.25711753671316306
373794,-0.7191973784436718,1.1299013294612343,0.5142563512500732
207932,-0.8453250796379187,0.8078735368094525,-1.3461845460947222
346165,-0.7072309083749112,-1.2738863875651865,-0.1292399839065286
363772,-0.46876243270205437,-0.9088506794581668,1.1480233954914199
349709,0.7800930143011692,0.14259055459485576,-0.34997351886982286
376640,-0.6331195218600162,1.0147153544558756,-0.6272862715350195
341393,-0.21137739620353257,0.6845697107607636,0.2054051757914867
265319,-0.55717406141109,-0.6161555356993732,0.1259220789967361
367059,2.135434550193977,-2.5546582506823263,-0.515165532861244
362199,-0.7389737432751002,0.640485799172566,-0.49147455990250355
68532,-0.1855957282247751,0.43492200989923613,0.21192108970840318
272731,1.722441638256642,-1.000432478578762,0.19187922320397585
76048,-0.3166852503114006,-1.0645501797194892,-0.8253597601950259
336102,-0.5103939705494812,-0.8972287397103943,0.2984522791495839
373861,-0.6349990737385492,-1.0630531738137834,0.4584695743156375
78375,-0.05554955868523281,-1.3471048070106135,0.027360682046983303
64241,-0.2130923682674853,0.35449505885528804,-0.1036978146452948
84632,1.2138220685113452,1.4776996979483323,-0.7506076105830266
