id,sensor1,sensor2,sensor3
388937,0.26384136696198796,0.5674459801259628,0.7658303553911165
90665,0.07309190117726334,0.601697449434205,0.4470123294261017
62420,0.13558455199298028,0.3348555609886348,0.5002663500527702
20018,0.13911138043497973,0.5489347914009667,0.6458970292062503
57736,0.0984617606887874,0.47683085762378624,0.5145365021836509
197840,0.3479323478398949,0.8088285811550275,0.14898262303826973
60970,0.25609490537402696,0.7321922552563518,0.41642152281671857
75774,0.08572569885523891,0.4193922989629691,0.5611905613277219
104332,0.7723098973085863,0.6032756705905726,0.2755457428110601
15738,0.01837879361189224,0.3308179633783692,0.4777240673404754
164714,0.35258351389656706,0.6776949112858105,0.6314753096634746
302085,0.15751928135439885,0.4721117159166769,0.704850061094094
377210,0.07170046864467408,0.43768453574327815,0.4691568564408813
336873,0.8737178403812685,0.47644452762971073,0.47276832327280716
59199,0.08438325317198772,0.41656589090753793,0.4820011251924281
13892,0.19860271257864118,0.6268505680364388,0.4040732517611669
380329,0.025345536976818166,0.42464932495558794,0.4922195087308818
373794,0.08775592425967865,0.6799838759132222,0.591910276584165
207932,0.060244853167774434,0.6274491089604727,0.3514707381241942
346165,0.09036605990524794,0.2878362712671298,0.508746139498943
363772,0.142380987040963,0.3473872364087345,0.6738170202092961
349709,0.41478229667162364,0.5189165933646308,0.4802189934095629
376640,0.106531292473713,0.6611927389641353,0.4443796661000823
341393,0.19852200895809105,0.6073336471473527,0.5519949886617884
265319,0.12309657465783884,0.395136752184837,0.5417227574202725
367059,0.7104104338270993,0.07889451877294364,0.4588699187584646
362199,0.08344228836791723,0.6001419137799291,0.461931691165208
68532,0.20414552618638904,0.5666067779630153,0.552837091916487
272731,0.6203281025614057,0.33244682261930575,0.5502469224899396
76048,0.17555217890913444,0.3219868295260496,0.4187810575860802
336102,0.13330028401901572,0.3492832090860007,0.5640202040923821
373861,0.10612132317385546,0.322231047131417,0.5847005087719068
78375,0.23251129660443712,0.2758916109303945,0.52898488607677
64241,0.19814793793384103,0.5534861367443772,0.5120471566918042
84632,0.5093876112220231,0.7367227868145358,0.4284418709864152
27149,0.44403799589276544,0.6459751942364319,0.3565679904408087
70413,0.6642492357497006,0.1742304663122094,0.4953152777918538
5255,0.22616495073423465,0.5082210818614766,0.6795772215483934
83198,0.6490559836657382,0.7583068300511745,1.0
176305,0.2062755593223189,0.9172099643446017,0.3668546848311262
272404,0.26724569881115606,0.8576087177865717,0.6430765950734052
1587,0.8259903227452253,0.5373322905471083,0.4341418578968433
348103,0.21423879639768073,0.46217494585454494,0.603242345804414
307478,0.3559146994795003,0.9545363244644844,0.6317138345510692
17255,0.12110933027600623,0.5454953162766244,0.6311190854449277
36636,0.08588874486936425,0.3694037095141878,0.397945813075145
