id,sensor1,sensor2
388937,0.005872452551297164,0.029337743610935774
90665,-0.046555967161003436,0.0726724720710781
62420,-0.07988406573933787,0.006961313007570802
20018,-0.11213422067234284,0.028734393456385655
57736,-0.15680856918637312,0.02104194471680662
197840,-0.12523445862772703,0.14902154742757576
60970,-0.12172964294333607,0.24568344277667864
75774,-0.17029665511985329,0.2145185225906774
104332,-0.009015333055642144,0.2584981967439687
15738,-0.07816632592006441,0.19113705904539943
164714,-0.0451706279560158,0.2655284208003681
302085,-0.07179457221666584,0.25590747800462976
377210,-0.12464827086755834,0.23221774548920457
336873,0.06762748418902079,0.22436742162242426
59199,0.0186501654673289,0.19204747972411287
13892,-0.0012894471559903482,0.216323376021391
380329,-0.015882697359075812,0.1439720297592525
373794,-0.030501090676986163,0.28500994412017533
207932,-0.05460594105317576,0.3170950994586574
346165,-0.057080319764139575,0.239861789027224
363772,-0.11990525916958929,0.05129214101924375
349709,-0.07140387390056896,-0.035863717356868774
376640,-0.06504482984805286,0.06294889312619083
341393,-0.24041797832583278,0.06460719969028378
265319,-0.20841192288881655,0.09089130167556148
367059,-0.0990453175066,-0.15381061012489564
362199,-0.12168628946429001,-0.10149061405098622
68532,-0.08120563936171582,-0.04880608087561195
272731,-0.15865195186785208,-0.10765125558074912
76048,-0.13078698316692025,-0.146301325663737
336102,-0.15074608779819693,-0.25973021488597714
373861,-0.12605768946538082,-0.30158380867156653
78375,-0.08181450148148492,-0.466717551103023
64241,-0.039665654056789346,-0.4969427829666339
84632,0.0884045444022944,-0.313503710599066
27149,0.18060331763679477,-0.1914846788238626
70413,0.25685066170849913,-0.3323418915368793
5255,0.2934156219299087,-0.39485430370684993
83198,0.43111731143023646,-0.333158575131703
176305,0.4565402259321965,-0.11981149868910546
272404,0.32109087879192943,0.19841283053209122
1587,0.548044060148015,0.17274545443028383
348103,0.5511289781313482,0.1300690145192697
307478,0.4703133806960244,0.3842881037447968
17255,0.4536734097751697,0.47562564242270855
36636,0.43918249586139785,0.4838479565406031
383040,0.49694600281383045,0.5666856599952772
71402,0.4884872545871547,0.7158394300435432
383390,0.45542521890152987,0.6828839090008291
82971,0.340966051171621,0.6399257322994288
8757,0.2190833456212523,0.5126279297150067
133621,0.08072494263185519,0.5772898540576905
345597,0.0945615514269303,0.6492384979083488
61376,-0.07803565631748147,0.4969511679187834
258771,-0.08219984134519914,0.23280207065132918
121257,-0.10917494165185364,0.08631817163348206
364414,-0.3353758162908641,0.10457395591774374
272502,-0.4008559928738193,0.04917236519931942
12166,-0.46575374773357286,-0.12197086139740979
71321,-0.2957832369983322,-0.2670746043123376
352810,-0.26250184947478383,-0.15764896676461834
352804,-0.3081525908721733,-0.13971801526469857
123970,-0.19371252133381012,-0.15222449705727772
2627,-0.14309965337334332,-0.21523358459079894
373071,-0.1674607465197663,-0.2743148438655672
72240,-0.13788874312775978,-0.26054899905529244
18328,-0.1812248302720239,-0.20295904738337348
343364,-0.19404222074321872,-0.2594870196470351
306626,-0.21592461503688964,-0.2882948055171487
200752,-0.216848291271443,-0.16474435915854332
12636,-0.24584543093054495,-0.18001419569395588
389256,-0.2328254758030454,-0.22647853967168632
303748,-0.1896781882733395,-0.1472036030129701
6620,-0.22697811549315966,-0.1933396952464009
209787,-0.39086987463947487,-0.10552041485331928
133313,-0.44419093281351973,-0.24119573054325608
348422,-0.34761003068566765,-0.2712537470527767
344677,-0.5053877447957481,-0.3438513986765532
198168,-0.554188343062065,-0.3407274298494664
28750,-0.5401138387740426,-0.31048092854253406
116904,-0.5570548019270286,-0.22545939116478242
272735,-0.5763015122120133,-0.27947537753147966
170808,-0.6381740847267401,-0.34306424726620427
167632,-0.5484446417966155,-0.18723590559638542
364894,-0.5804906917196476,-0.12431307832854671
366371,-0.5352054434494571,-0.13647566610718417
5984,-0.5291503417711316,-0.022232196062613688
316839,-0.5407004219842092,-0.09377596248968018
345389,-0.3671996536852248,-0.013881647522300061
310767,-0.39777066566483626,-0.07434720936486283
7858,-0.30087601603726194,0.03404933326249442
177519,-0.3938322769099574,0.08526113213678324
273532,-0.326453591039379,0.12002111088204005
1675,-0.286057885836877,0.2216541646562604
77618,-0.30250299773783856,0.1984874942086956
285740,-0.2539080294755651,0.2545172421009964
303301,-0.18154990467374277,0.3980892308271557
70320,-0.1122953632879399,0.5218214281017225
212293,-0.062396895573170366,0.3154937583880924
231058,-0.07829802533113822,0.1809250080113535
382393,-0.11125845106706259,0.2506554964441705
241806,-0.11821722658437858,0.144494204532312
171905,-0.12085018214421321,0.2177495172668829
395752,-0.2585479416513565,0.21689294013080576
31836,-0.1777066749530109,0.3225135243929202
144303,-0.24333224627435776,0.20816775229403728
379121,-0.09634647700937098,0.20699188238950283
25710,-0.15285605220552806,0.2049438138860609
347786,-0.1923957940951151,0.12092693637093391
334143,0.08710537107704325,0.07086021876626977
332744,0.05668879165553874,-0.048972130061471955
107762,-0.004483841164669836,-0.1969874759438422
369170,-0.011764638013398781,-0.2888511433901872
347896,-0.1289972561697852,-0.23533723551474095
189442,-0.04698389992266454,-0.2179537880899796
201985,-0.046535348873509505,-0.16711158576816837
105390,-0.023650358389227837,-0.18911067245853785
338128,0.07622225642551421,-0.3210304425531951
318246,0.23834511573494474,-0.21534616847556345
164697,0.2202922644687259,-0.25257290888345796
330032,0.21370377854628422,-0.18630087551561
227543,0.10897608320849,-0.15337440653989842
361298,0.09641850294106075,-0.21748805351961994
366474,0.1320824290470409,-0.2122532298673054
198195,-0.1247503401583225,-0.05731414116167992
17901,-0.160964098580531,-0.046995553656529285
74026,-0.11509138051795366,0.0523750357145694
5360,-0.17961686250762585,0.004686237194107455
64335,-0.17817494032904463,0.08809143690895022
250022,-0.2078138813363837,0.0491356755791387
145003,-0.19225872178133652,-0.043394404469592585
164661,-0.190191122236046,-0.028343651200914876
352086,-0.0370187340674801,0.1294520398912476
65924,-0.17829790613735153,-0.0010572672408331839
355838,-0.19836933312192895,-0.006730451062431721
352814,-0.21123677610758018,0.07883617737825754
208766,-0.23169742544331476,0.03737401086636642
161541,-0.027790351443022027,0.21613358178288206
7999,-0.05749604955673731,0.2646963296612879
13816,-0.07683504700933796,0.1473180934803907
362700,0.20743655445462306,-0.034667535134064564
81238,0.21363980418122672,-0.10222074795896705
101917,0.21509497623784307,-0.11416812510300645
139686,0.2582682520234894,-0.17922504107802079
14,0.2088187718038165,-0.15835655560125161
99879,0.27779688087687565,-0.073251846801001
82670,0.2753498449299304,-0.04053841292320416
261363,0.03980111124528313,-0.14787094759373948
346914,-0.002958120905527023,-0.15829608387673583
14473,0.15712600733717852,-0.12459519568369698
34887,0.31408478021862185,-0.10345476437682706
97070,0.4097233134123007,-0.06188325378708337
85199,0.22802621033411707,-0.16631268661567905
93071,0.2311201309475169,-0.14054386302462643
257684,0.29225280837515694,-0.19442074540998255
371610,0.05896754176689843,0.028881506396434498
53516,0.12962158934794443,-0.00022704264941188212
