id,sensor1,sensor2,sensor3
388937,0.005862656960572211,0.029288806556664833,0.1237926198561283
90665,-0.04647830911334278,0.0725512501817294,0.0833990711180556
62420,-0.07975081449437804,0.006949701134586775,0.07043048865177307
20018,-0.11194717430247045,0.028686462825091526,0.13245936960559546
57736,-0.15654700341764227,0.021006845535212152,0.12683968655155245
197840,-0.1250255603027661,0.14877297086181407,-0.06703437970419143
60970,-0.12152659085377863,0.24527362857514773,-0.12318170307968669
75774,-0.17001259044315967,0.21416069327969287,-0.10477529414270524
104332,-0.009000294958341065,0.25806700679116384,-0.23347138415972896
15738,-0.07803593996453764,0.1908182313688154,-0.25804888057840236
164714,-0.04509528073432582,0.2650855040269615,-0.20344695382235886
302085,-0.07167481471508289,0.25548060952062046,-0.11105820722612461
377210,-0.1244403503377071,0.23183039285007911,-0.14004767981485683
336873,0.06751467763143908,0.2239931637778477,-0.1671773049236852
59199,0.01861905591194729,0.19172713341314593,-0.18955218516517638
13892,-0.0012872962835071295,0.21596253611042776,-0.37585128988786376
380329,-0.015856204100666488,0.14373187608120344,-0.3525703178018708
373794,-0.030450213092480076,0.2845345310383742,-0.30537516587602187
207932,-0.054514855183169036,0.3165661664808167,-0.45699998232058625
346165,-0.05698510648723783,0.23946168568107654,-0.45998192620878214
363772,-0.11970525025775303,0.051206582759480486,-0.18970063155132805
349709,-0.07128476810638901,-0.0358038946006976,-0.15684595769487006
376640,-0.0649363313073835,0.06284389072927626,-0.21700169474717007
341393,-0.24001694722374575,0.06449943114204547,-0.07463476819211966
265319,-0.20806427973955546,0.09073968972401397,-0.04167646952803265
367059,-0.09888010418473106,-0.15355404512538684,-0.13056547674655092
362199,-0.12148330969084475,-0.10132132183295914,-0.2556645401356116
68532,-0.0810701836554675,-0.04872466950804952,-0.21257056134249308
272731,-0.15838731123012245,-0.10747168705610198,-0.1726703257300232
76048,-0.13056882290967445,-0.14605728658531078,-0.20522764631167575
336102,-0.15049463459928894,-0.25929696985560813,-0.12285753188011832
373861,-0.1258474179437381,-0.3010807494244778,-0.07523130052592801
78375,-0.08167803015798286,-0.46593903921640956,-0.1076368671291062
64241,-0.039599489450164796,-0.49611385364398053,-0.024942587684293114
84632,0.08825708050580033,-0.3129807682656955,-0.06629799765185468
27149,0.18030206085052272,-0.19116527129736952,-0.22967615837615252
70413,0.2564222199394849,-0.3317875260274409,-0.22190181410802515
5255,0.2929261876910406,-0.3941956638759934,-0.10077884631191361
83198,0.43039818280376835,-0.3326028473467627,0.12993654721070402
176305,0.4557786904129828,-0.11961164617517708,0.039882295224917236
272404,0.32055528062290434,0.19808186644758072,0.13474577831084872
1587,0.5471298909375263,0.17245730501461565,0.12043446000820934
348103,0.550209663099123,0.12985205187528076,0.14639235711213544
307478,0.4695288707575405,0.3836470889469981,0.18834650985500873
17255,0.45291665627122346,0.4748322713242164,0.2976971876765273
36636,0.4384499140405245,0.48304087014629415,0.21217154062378674
383040,0.49611706812028544,0.5657403955173569,0.3772626094676171
71402,0.4876724295752037,0.7146453684448775,0.34210263790746076
383390,0.4546655432785746,0.6817448191185701,0.39946479959576264
82971,0.3403973000647869,0.6388582991421211,0.38735897736881875
8757,0.21871790192126275,0.5117728366597961,0.452001747973087
133621,0.08059028875557277,0.5763269011703542,0.4790686209955782
345597,0.09440381728638113,0.6481555305190272,0.4035725874609855
61376,-0.07790548832641433,0.4961222246095447,0.15396851653066118
258771,-0.0820627272525027,0.23241374332401543,0.21783892956650408
121257,-0.10899283153065628,0.0861741879275156,0.1748638137265826
364414,-0.3348163900193472,0.10439952050703391,0.11828542488121593
272502,-0.4001873418780833,0.04909034284830627,0.05398339666454563
12166,-0.46497684352676016,-0.12176740694151042,-0.014215242931551303
71321,-0.29528985344050374,-0.26662910841534737,-0.0252524462944533
352810,-0.2620639811975118,-0.1573859991640888,0.024809329269612743
352804,-0.3076385745162044,-0.13948495752902842,-0.09244604001130162
123970,-0.19338939763707355,-0.1519705777861623,-0.0775178005779042
2627,-0.14286095486959496,-0.21487456251501383,-0.14672331906105127
373071,-0.16718141230274644,-0.2738572708299718,-0.11577504808392863
72240,-0.13765873672388357,-0.26011438824554173,-0.09609549749452595
18328,-0.1809225367667061,-0.2026204999460417,-0.06597082528273793
343364,-0.19371854708878586,-0.2590541802803996,-0.07760525693564584
306626,-0.21556444028232694,-0.28781391309642534,-0.08799552427421571
