id,sensor1,sensor2
388937,0.0018191374554199168,0.003235356774349701
90665,-0.014421862568676396,0.008014296461990329
62420,-0.024746065601765718,0.0007676913226897569
20018,-0.03473634892364042,0.003168819516552485
57736,-0.048575333567356944,0.0023204987843589526
197840,-0.038794471714992534,0.016434047532345425
60970,-0.037708768351683034,0.027093889750839303
75774,-0.0527536018648328,0.023657032541130017
104332,-0.0027927224428541467,0.02850709662896615
15738,-0.02421395319785766,0.021078532385200226
164714,-0.013992719478248504,0.029282387439592404
302085,-0.02224014485844374,0.02822139301334687
377210,-0.0386128855546759,0.025608897056168218
336873,0.0209492862529628,0.024743165906559297
59199,0.005777350136937797,0.021178933280014932
13892,-0.00039943815599297744,0.02385607118742827
380329,-0.004920058426459536,0.01587718837466567
373794,-0.009448467398754563,0.0314308034624216
207932,-0.016915541128781256,0.034969143903904154
346165,-0.01768204114775776,0.026451879678558304
363772,-0.037143620344629286,0.005656480543229275
349709,-0.02211911638961015,-0.003955039025586839
376640,-0.02014924517897907,0.00694198335477026
341393,-0.07447541644797931,0.007124860860526592
265319,-0.06456074898372514,0.010023463034692037
367059,-0.030681737363789208,-0.016962183800970684
362199,-0.03769533853903376,-0.01119235173833805
68532,-0.02515545572549372,-0.005382318643329963
272731,-0.04914636695609162,-0.011871745272209853
76048,-0.0405145035540158,-0.016134062365521486
336102,-0.04669732997862101,-0.028642963186896953
373861,-0.039049487832730566,-0.03325856382683888
78375,-0.0253440658296339,-0.05146945895683047
64241,-0.012287417626302536,-0.05480268764554847
84632,0.02738549465436266,-0.03457308671456172
27149,0.0559463455543156,-0.021116867780725843
70413,0.07956584665126164,-0.036650555149825466
5255,0.09089274765449111,-0.043544403527437776
83198,0.13354925255708355,-0.036740618749673284
176305,0.14142462925744326,-0.013212772906785509
272404,0.09946584312121363,0.021880902086164986
1587,0.16977020560437533,0.019050312240809265
348103,0.17072583526700075,0.014343968399159489
307478,0.1456912046773912,0.0423791664499133
17255,0.14053656203110215,0.05245184035534133
36636,0.13604764295793143,0.053358594468232434
383040,0.15394131823852056,0.062493909323999
71402,0.15132101171570092,0.0789425383237281
383390,0.14107922824571537,0.07530821423692187
82971,0.10562266945450394,0.07057080055413342
8757,0.06786648617370145,0.056532440501187095
133621,0.02500654802154073,0.06366333637848996
345597,0.02929277989744644,0.07159780930096557
61376,-0.02417347505584335,0.05480361233533008
258771,-0.025463434385280034,0.025673336244020344
121257,-0.0338196390379179,0.009519139748694385
364414,-0.10389095590427119,0.011532381671400964
272502,-0.12417506050435889,0.005422712358802903
12166,-0.14427874556724796,-0.013450906720320729
71321,-0.09162617499398215,-0.02945290005181592
352810,-0.08131644186569004,-0.017385476516367793
352804,-0.09545788835985297,-0.015408057046924451
123970,-0.06000724570593991,-0.0167872677704042
2627,-0.0443286577516158,-0.023735889344736288
373071,-0.051875109018870796,-0.03025135130277457
72240,-0.04271444939117898,-0.02873325843741298
18328,-0.056138874468578466,-0.022382257394280194
343364,-0.06010937825438468,-0.028616143695451554
306626,-0.06688799123186899,-0.031793056903396615
200752,-0.06717412279619914,-0.01816795406995162
12636,-0.07615670416116271,-0.019851906651078013
389256,-0.07212345096185177,-0.02497597931486765
303748,-0.058757511235744866,-0.016233565216623353
6620,-0.07031208644896193,-0.021321438385363347
209787,-0.12108161333630388,-0.011636756853401101
133313,-0.1375991302067643,-0.0265989863128558
348422,-0.10768080647331638,-0.029913774546990582
344677,-0.15655635665631154,-0.03791981983451272
198168,-0.1716735492394253,-0.03757530957354619
28750,-0.167313623349321,-0.0342397352975721
116904,-0.1725615057857109,-0.024863587950705233
272735,-0.17852365043774343,-0.030820453268375153
170808,-0.19769021042976273,-0.037833013034314154
167632,-0.16989429567995398,-0.02064831445820412
364894,-0.17982135242566868,-0.013709205637771386
366371,-0.16579312646953112,-0.01505049184181912
5984,-0.16391740892848694,-0.0024517593136589785
316839,-0.16749533201005745,-0.010341582486222984
345389,-0.11374917682195002,-0.001530863550585738
310767,-0.12321930407396466,-0.008198985943245668
7858,-0.09320378929072906,0.0037549493408155555
177519,-0.12199929072597732,0.009402569778564686
273532,-0.10112707590713355,0.013235888870895912
1675,-0.08861350687782904,0.02444394881534587
77618,-0.0937077871221203,0.021889135972011968
285740,-0.07865429351980646,0.028068078252388634
303301,-0.05623957430647401,0.043901150232705896
70320,-0.03478626683530271,0.05754629649774531
212293,-0.01932898203051566,0.034792548534150994
231058,-0.02425475034852821,0.019952350735678588
382393,-0.03446505762288192,0.027642206203831697
241806,-0.03662071049139465,0.015934773637929847
171905,-0.03743633361231595,0.024013345577748518
395752,-0.08009162110229612,0.023918882531213232
31836,-0.05504903882343771,0.03556668603426888
144303,-0.0753781830406392,0.02295667166900364
379121,-0.029845704753593133,0.02282699712034573
25710,-0.04735094365186065,0.022601136795338553
347786,-0.05959935686945153,0.013335783009679606
334143,0.026983043576826994,0.007814441759995912
332744,0.017560755630168116,-0.005400630493261978
107762,-0.001388980725779105,-0.021723714448148544
