id,sensor1,sensor2,sensor3,sensor4
388937,-2.274818004860491,-1.2836330231912763,-0.1443266678275694,-0.1584792867679987
90665,0.2830726669937482,0.3462824260960559,-1.0695357366157547,-0.25592803512190543
62420,-0.5040917673083619,1.0173656432402052,0.30710099731850765,0.026485787094684247
20018,-0.41847247144653255,-0.45092649040069865,-0.06275573291988652,-0.913186768991264
57736,-0.04727111262619569,0.48374750446320375,-0.22104967739944215,-0.43701300344692995
197840,0.267825508579688,0.16030789497493417,-3.0229294299866516,2.7336677620231824
60970,0.31697497954091003,-0.47851806913660866,-1.5447911906849243,0.6158803632566947
75774,0.2248361363315738,0.5243384045486196,0.37075345312140173,-0.9565894250104933
104332,1.5408319912591975,-0.6946147667343964,-0.17634392934747622,2.672305823776539
15738,-0.005982098028269897,1.4029008828874427,0.2271817725628339,-0.5430266161033505
164714,0.08895603654649747,-1.431960468724003,-0.21253132343824815,-0.31091850523365794
302085,-0.633324944079838,-0.4483672421843263,0.5391940346766386,-1.1209099115959917
377210,0.48969482147386867,0.8780780334254334,-0.060510291316910984,-0.5589261625419878
336873,0.4361772004972345,-1.2721922149938385,1.093046813199124,2.373140245896481
59199,-0.04064472312404673,0.8916903418265378,-0.08779579046714982,-0.2929354211275092
13892,0.6251007406249162,0.11210970228338157,-1.0433922847116863,0.2864702899894987
380329,-0.028188858860902208,0.9620563879659534,-0.17626796219598023,-0.5796342769363395
373794,-0.07250014245038547,-0.6071074112623508,-0.9178307705589072,-0.922431972822021
207932,-0.05380026917698704,0.7055559772649193,-1.7953431386319039,0.5196013081366502
346165,-1.019368926362697,1.2926167497496877,0.29862356300162596,0.09620031805702114
363772,-0.5442469448231118,0.20103381865991327,1.035604455359012,-1.0516695937811817
349709,1.4067401971922304,-0.3664608184092894,0.5302286623207206,0.10133289819217008
376640,0.4615882464103624,0.03909090297059778,-1.252884207158974,-0.20847729034302676
341393,-0.8451468387100148,-0.40030997112497635,-0.859796217571001,0.17332126868842102
265319,-0.565463886094803,0.638496227800049,0.14776029484105235,-0.24044511966584176
367059,-0.7230854896478567,0.7668131153353529,2.2887596427867423,2.460070008983156
362199,0.11648698844019786,0.2680110499691302,-1.0429971078256988,-0.21896812604628588
